table_name;ordinal_position;column_name;data_type
kentrehberi_yapi;11;site_adi;character varying
kentrehberi_yapi;12;ng_site_adi;text
kentrehberi_yapi;13;geo_durum;boolean
kentrehberi_yapi;14;m_date;timestamp with time zone
kentrehberi_yol;1;objectid;integer
kentrehberi_yol;2;yol_adi;text
kentrehberi_yol;3;yol_turu;character varying
kentrehberi_yol;4;eski_yol_adi;character varying
kentrehberi_yol;5;mahalle_adi;character varying
kentrehberi_yol;6;poly;USER-DEFINED
kentrehberi_yol;7;uzunluk;double precision
kentrehberi_yol;8;mahalle_id;integer
kentrehberi_yol;9;uavt_kod;integer
geomahalle;1;objectid;integer
geomahalle;2;ilce_id;bigint
geomahalle;3;belde_id;bigint
geomahalle;4;koy_id;bigint
geomahalle;5;uavt_kod;bigint
geomahalle;6;nufus;integer
geomahalle;7;tanitim_no;integer
geomahalle;8;mahalle_alan;double precision
geomahalle;9;adi_numarasi;character varying
geomahalle;10;muhtar_adi;character varying
geomahalle;11;muhtar_telefon;character varying
geomahalle;12;aciklama;character varying
geomahalle;13;muhtar_faks;character varying
geomahalle;14;muhtar_adres;character varying
geomahalle;15;mahalle_tipi;character varying
geomahalle;16;yetkiliidare_id;character varying
geomahalle;17;geo_durum;boolean
geomahalle;18;m_date;timestamp with time zone
geomahalle;19;m_status;character varying
geomahalle;20;m_log_user;character varying
geomahalle;21;user_create;integer
geomahalle;22;user_create_n;character varying
geomahalle;23;user_modify;integer
geomahalle;24;user_modify_n;character varying
geomahalle;25;poly;USER-DEFINED
geomahalle;26;nc_alani;numeric
geomahalle;27;nc_ilceref;integer
geomahalle;28;nc_tanitimkodu;character varying
geomahalle;29;nc_postakodu;character varying
geomahalle;30;nc_tapumahallekodu;integer
geomahalle;31;nc_uavtkod;integer
geomahalle;32;nc_konumu;integer
geomahalle;33;nc_user_log;character varying
geomahalle;34;nc_nufus_2014;integer
geomahalle;35;nc_nufus_2015;integer
geomahalle;36;nc_nufus_degisimi;integer
geomahalle;37;nc_globalid;bytea
geomahalle;38;nc_guid;character varying
geomahalle;39;nc_featureid;integer
